>START_TIME		= 06.09.2017 15:09:37
>END_TIME		= 06.09.2099 23:59:59
>CP_NAME		= Society One For Test
>CP_ADDRESS		= Test Village S
>CP_CODE		= 00012101
>FILE_NAME		= v1
>RATE_FAT_BELOW_MIN	= 0.0
>RATE_SNF_BELOW_MIN	=0.0
>RATE_FAT_SNF_BELOW_MIN =0.0
>VENDOR_RANK=1
>MILK_TYPE=BUFFALO


*FAT,6,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9,10,10.1,10.2,10.3,10.4,10.5,10.6,10.7,10.8,10.9,11,11.1,11.2,11.3,11.4,11.5,11.6,11.7,11.8,11.9
11,43.08,43.27,43.46,43.65,43.85,44.04,44.23,44.42,44.61,44.8,44.99,45.19,45.38,45.57,45.76,45.95,46.14,46.33,46.53,46.72,46.91,47.1,47.29,47.48,47.68,47.87,48.06,48.25,48.44,48.63,48.82,49.02,49.21,49.4,49.59,49.78,49.97,50.16,50.36,50.55,50.74,50.93,51.12,51.31,51.5,51.7,51.89,52.08,52.27,52.46,52.65,52.84,53.04,53.23,53.42,53.61,53.8,53.99,54.19,54.38
11.1,43.37,43.56,43.75,43.94,44.13,44.32,44.52,44.71,44.9,45.09,45.28,45.47,45.66,45.86,46.05,46.24,46.43,46.62,46.81,47.01,47.2,47.39,47.58,47.77,47.96,48.15,48.35,48.54,48.73,48.92,49.11,49.3,49.49,49.69,49.88,50.07,50.26,50.45,50.64,50.83,51.03,51.22,51.41,51.6,51.79,51.98,52.17,52.37,52.56,52.75,52.94,53.13,53.32,53.51,53.71,53.9,54.09,54.28,54.47,54.66
11.2,43.65,43.85,44.04,44.23,44.42,44.61,44.8,44.99,45.19,45.38,45.57,45.76,45.95,46.14,46.33,46.53,46.72,46.91,47.1,47.29,47.48,47.68,47.87,48.06,48.25,48.44,48.63,48.82,49.02,49.21,49.4,49.59,49.78,49.97,50.16,50.36,50.55,50.74,50.93,51.12,51.31,51.5,51.7,51.89,52.08,52.27,52.46,52.65,52.84,53.04,53.23,53.42,53.61,53.8,53.99,54.19,54.38,54.57,54.76,54.95
11.3,43.94,44.13,44.32,44.52,44.71,44.9,45.09,45.28,45.47,45.66,45.86,46.05,46.24,46.43,46.62,46.81,47.01,47.2,47.39,47.58,47.77,47.96,48.15,48.35,48.54,48.73,48.92,49.11,49.3,49.49,49.69,49.88,50.07,50.26,50.45,50.64,50.83,51.03,51.22,51.41,51.6,51.79,51.98,52.17,52.37,52.56,52.75,52.94,53.13,53.32,53.51,53.71,53.9,54.09,54.28,54.47,54.66,54.86,55.05,55.24
11.4,44.23,44.42,44.61,44.8,44.99,45.19,45.38,45.57,45.76,45.95,46.14,46.33,46.53,46.72,46.91,47.1,47.29,47.48,47.68,47.87,48.06,48.25,48.44,48.63,48.82,49.02,49.21,49.4,49.59,49.78,49.97,50.16,50.36,50.55,50.74,50.93,51.12,51.31,51.5,51.7,51.89,52.08,52.27,52.46,52.65,52.84,53.04,53.23,53.42,53.61,53.8,53.99,54.19,54.38,54.57,54.76,54.95,55.14,55.33,55.53
11.5,44.52,44.71,44.9,45.09,45.28,45.47,45.66,45.86,46.05,46.24,46.43,46.62,46.81,47.01,47.2,47.39,47.58,47.77,47.96,48.15,48.35,48.54,48.73,48.92,49.11,49.3,49.49,49.69,49.88,50.07,50.26,50.45,50.64,50.83,51.03,51.22,51.41,51.6,51.79,51.98,52.17,52.37,52.56,52.75,52.94,53.13,53.32,53.51,53.71,53.9,54.09,54.28,54.47,54.66,54.86,55.05,55.24,55.43,55.62,55.81
11.6,44.8,44.99,45.19,45.38,45.57,45.76,45.95,46.14,46.33,46.53,46.72,46.91,47.1,47.29,47.48,47.68,47.87,48.06,48.25,48.44,48.63,48.82,49.02,49.21,49.4,49.59,49.78,49.97,50.16,50.36,50.55,50.74,50.93,51.12,51.31,51.5,51.7,51.89,52.08,52.27,52.46,52.65,52.84,53.04,53.23,53.42,53.61,53.8,53.99,54.19,54.38,54.57,54.76,54.95,55.14,55.33,55.53,55.72,55.91,56.1
11.7,45.09,45.28,45.47,45.66,45.86,46.05,46.24,46.43,46.62,46.81,47.01,47.2,47.39,47.58,47.77,47.96,48.15,48.35,48.54,48.73,48.92,49.11,49.3,49.49,49.69,49.88,50.07,50.26,50.45,50.64,50.83,51.03,51.22,51.41,51.6,51.79,51.98,52.17,52.37,52.56,52.75,52.94,53.13,53.32,53.51,53.71,53.9,54.09,54.28,54.47,54.66,54.86,55.05,55.24,55.43,55.62,55.81,56,56.2,56.39
11.8,45.38,45.57,45.76,45.95,46.14,46.33,46.53,46.72,46.91,47.1,47.29,47.48,47.68,47.87,48.06,48.25,48.44,48.63,48.82,49.02,49.21,49.4,49.59,49.78,49.97,50.16,50.36,50.55,50.74,50.93,51.12,51.31,51.5,51.7,51.89,52.08,52.27,52.46,52.65,52.84,53.04,53.23,53.42,53.61,53.8,53.99,54.19,54.38,54.57,54.76,54.95,55.14,55.33,55.53,55.72,55.91,56.1,56.29,56.48,56.67
11.9,45.66,45.86,46.05,46.24,46.43,46.62,46.81,47.01,47.2,47.39,47.58,47.77,47.96,48.15,48.35,48.54,48.73,48.92,49.11,49.3,49.49,49.69,49.88,50.07,50.26,50.45,50.64,50.83,51.03,51.22,51.41,51.6,51.79,51.98,52.17,52.37,52.56,52.75,52.94,53.13,53.32,53.51,53.71,53.9,54.09,54.28,54.47,54.66,54.86,55.05,55.24,55.43,55.62,55.81,56,56.2,56.39,56.58,56.77,56.96
12,45.95,46.14,46.33,46.53,46.72,46.91,47.1,47.29,47.48,47.68,47.87,48.06,48.25,48.44,48.63,48.82,49.02,49.21,49.4,49.59,49.78,49.97,50.16,50.36,50.55,50.74,50.93,51.12,51.31,51.5,51.7,51.89,52.08,52.27,52.46,52.65,52.84,53.04,53.23,53.42,53.61,53.8,53.99,54.19,54.38,54.57,54.76,54.95,55.14,55.33,55.53,55.72,55.91,56.1,56.29,56.48,56.67,56.87,57.06,57.25
12.1,46.24,46.43,46.62,46.81,47.01,47.2,47.39,47.58,47.77,47.96,48.15,48.35,48.54,48.73,48.92,49.11,49.3,49.49,49.69,49.88,50.07,50.26,50.45,50.64,50.83,51.03,51.22,51.41,51.6,51.79,51.98,52.17,52.37,52.56,52.75,52.94,53.13,53.32,53.51,53.71,53.9,54.09,54.28,54.47,54.66,54.86,55.05,55.24,55.43,55.62,55.81,56,56.2,56.39,56.58,56.77,56.96,57.15,57.34,57.54
12.2,46.53,46.72,46.91,47.1,47.29,47.48,47.68,47.87,48.06,48.25,48.44,48.63,48.82,49.02,49.21,49.4,49.59,49.78,49.97,50.16,50.36,50.55,50.74,50.93,51.12,51.31,51.5,51.7,51.89,52.08,52.27,52.46,52.65,52.84,53.04,53.23,53.42,53.61,53.8,53.99,54.19,54.38,54.57,54.76,54.95,55.14,55.33,55.53,55.72,55.91,56.1,56.29,56.48,56.67,56.87,57.06,57.25,57.44,57.63,57.82
12.3,46.81,47.01,47.2,47.39,47.58,47.77,47.96,48.15,48.35,48.54,48.73,48.92,49.11,49.3,49.49,49.69,49.88,50.07,50.26,50.45,50.64,50.83,51.03,51.22,51.41,51.6,51.79,51.98,52.17,52.37,52.56,52.75,52.94,53.13,53.32,53.51,53.71,53.9,54.09,54.28,54.47,54.66,54.86,55.05,55.24,55.43,55.62,55.81,56,56.2,56.39,56.58,56.77,56.96,57.15,57.34,57.54,57.73,57.92,58.11
12.4,47.1,47.29,47.48,47.68,47.87,48.06,48.25,48.44,48.63,48.82,49.02,49.21,49.4,49.59,49.78,49.97,50.16,50.36,50.55,50.74,50.93,51.12,51.31,51.5,51.7,51.89,52.08,52.27,52.46,52.65,52.84,53.04,53.23,53.42,53.61,53.8,53.99,54.19,54.38,54.57,54.76,54.95,55.14,55.33,55.53,55.72,55.91,56.1,56.29,56.48,56.67,56.87,57.06,57.25,57.44,57.63,57.82,58.01,58.21,58.4
12.5,47.39,47.58,47.77,47.96,48.15,48.35,48.54,48.73,48.92,49.11,49.3,49.49,49.69,49.88,50.07,50.26,50.45,50.64,50.83,51.03,51.22,51.41,51.6,51.79,51.98,52.17,52.37,52.56,52.75,52.94,53.13,53.32,53.51,53.71,53.9,54.09,54.28,54.47,54.66,54.86,55.05,55.24,55.43,55.62,55.81,56,56.2,56.39,56.58,56.77,56.96,57.15,57.34,57.54,57.73,57.92,58.11,58.3,58.49,58.68
12.6,47.68,47.87,48.06,48.25,48.44,48.63,48.82,49.02,49.21,49.4,49.59,49.78,49.97,50.16,50.36,50.55,50.74,50.93,51.12,51.31,51.5,51.7,51.89,52.08,52.27,52.46,52.65,52.84,53.04,53.23,53.42,53.61,53.8,53.99,54.19,54.38,54.57,54.76,54.95,55.14,55.33,55.53,55.72,55.91,56.1,56.29,56.48,56.67,56.87,57.06,57.25,57.44,57.63,57.82,58.01,58.21,58.4,58.59,58.78,58.97
12.7,47.96,48.15,48.35,48.54,48.73,48.92,49.11,49.3,49.49,49.69,49.88,50.07,50.26,50.45,50.64,50.83,51.03,51.22,51.41,51.6,51.79,51.98,52.17,52.37,52.56,52.75,52.94,53.13,53.32,53.51,53.71,53.9,54.09,54.28,54.47,54.66,54.86,55.05,55.24,55.43,55.62,55.81,56,56.2,56.39,56.58,56.77,56.96,57.15,57.34,57.54,57.73,57.92,58.11,58.3,58.49,58.68,58.88,59.07,59.26
12.8,48.25,48.44,48.63,48.82,49.02,49.21,49.4,49.59,49.78,49.97,50.16,50.36,50.55,50.74,50.93,51.12,51.31,51.5,51.7,51.89,52.08,52.27,52.46,52.65,52.84,53.04,53.23,53.42,53.61,53.8,53.99,54.19,54.38,54.57,54.76,54.95,55.14,55.33,55.53,55.72,55.91,56.1,56.29,56.48,56.67,56.87,57.06,57.25,57.44,57.63,57.82,58.01,58.21,58.4,58.59,58.78,58.97,59.16,59.35,59.55
12.9,48.54,48.73,48.92,49.11,49.3,49.49,49.69,49.88,50.07,50.26,50.45,50.64,50.83,51.03,51.22,51.41,51.6,51.79,51.98,52.17,52.37,52.56,52.75,52.94,53.13,53.32,53.51,53.71,53.9,54.09,54.28,54.47,54.66,54.86,55.05,55.24,55.43,55.62,55.81,56,56.2,56.39,56.58,56.77,56.96,57.15,57.34,57.54,57.73,57.92,58.11,58.3,58.49,58.68,58.88,59.07,59.26,59.45,59.64,59.83
13,48.82,49.02,49.21,49.4,49.59,49.78,49.97,50.16,50.36,50.55,50.74,50.93,51.12,51.31,51.5,51.7,51.89,52.08,52.27,52.46,52.65,52.84,53.04,53.23,53.42,53.61,53.8,53.99,54.19,54.38,54.57,54.76,54.95,55.14,55.33,55.53,55.72,55.91,56.1,56.29,56.48,56.67,56.87,57.06,57.25,57.44,57.63,57.82,58.01,58.21,58.4,58.59,58.78,58.97,59.16,59.35,59.55,59.74,59.93,60.12
